InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,PrimaryPositionPlayer,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Bob Chance,1,6,747,76,195,34,1,24,112,3,0.261,0.406,0,303,0,1969,chancbo01
FALSE,FALSE,Lem Cross,0,2,32,4,8,1,1,0,4,0,0.250,0.344,0,11,0,1894,crossle01
FALSE,FALSE,Mike Gosling,0,5,17,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2009,goslimi01
FALSE,FALSE,Jack Savage,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1990,savagja01
FALSE,FALSE,Jeff Shaw,0,12,38,4,3,0,0,0,0,0,0.079,0.079,3,3,3,2001,shawje01
FALSE,FALSE,Kid Speer,0,1,25,1,3,1,0,0,2,0,0.120,0.160,0,4,0,1909,speerki01
FALSE,FALSE,Ben Broussard,1,7,2136,275,561,114,13,87,314,15,0.263,0.450,0,962,2,2008,brousbe01
FALSE,TRUE,Tony Fernandez,1,17,7911,1057,2276,414,92,94,844,246,0.288,0.399,5,3156,6,2001,fernato01
FALSE,TRUE,Freddy Leach,1,10,3733,543,1147,196,53,72,509,32,0.307,0.446,0,1665,0,1932,leachfr01
FALSE,FALSE,Elmer Ponder,0,4,124,2,13,2,0,0,5,0,0.105,0.121,0,15,0,1921,pondeel01
FALSE,FALSE,Luke Raley,1,4,888,126,211,45,5,44,115,25,0.238,0.448,0,398,0,2024,raleylu01
FALSE,FALSE,Reggie Patterson,0,4,18,2,1,0,0,0,0,0,0.056,0.056,0,1,0,1985,pattere01
FALSE,FALSE,Paul Pettit,0,2,9,0,2,0,0,0,0,0,0.222,0.222,0,2,0,1953,pettipa01
TRUE,TRUE,Willie Stargell,1,21,7927,1194,2232,423,55,475,1540,17,0.282,0.529,7,4190,15,1982,stargwi01
FALSE,FALSE,Pidge Browne,1,1,100,8,21,4,2,1,10,0,0.210,0.320,0,32,0,1962,brownpi01
FALSE,FALSE,Pat Cooper,1,2,16,0,4,2,0,0,3,0,0.250,0.375,0,6,0,1947,coopepa01
FALSE,FALSE,David Herndon,0,3,7,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2012,herndda01
TRUE,TRUE,Joe Medwick,1,17,7635,1198,2471,540,113,205,1383,42,0.324,0.505,11,3852,23,1948,medwijo01
FALSE,FALSE,Jose Tabata,1,6,1592,208,438,81,15,17,126,47,0.275,0.377,0,600,0,2015,tabatjo01
FALSE,FALSE,Joey Terdoslavich,1,3,145,17,32,10,1,1,10,1,0.221,0.324,0,47,0,2015,terdojo01
FALSE,FALSE,Cliff Curtis,0,5,246,11,39,1,0,0,11,1,0.159,0.163,0,40,0,1913,curticl01
FALSE,FALSE,Travis Driskill,0,5,5,1,0,0,0,0,0,0,0.000,0.000,0,0,0,2007,drisktr01
FALSE,FALSE,Russ Heman,0,1,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1961,hemanru01
FALSE,FALSE,Lee Pfund,0,1,22,2,4,1,0,0,4,0,0.182,0.227,0,5,0,1945,pfundle01
FALSE,FALSE,Joey Wendle,1,9,2142,268,561,129,18,32,220,62,0.262,0.384,1,822,0,2024,wendljo01
FALSE,FALSE,Ralph McLeod,1,1,7,1,2,1,0,0,0,0,0.286,0.429,0,3,0,1938,mcleora01
FALSE,FALSE,Brian Schneider,1,13,3165,284,781,167,9,67,387,4,0.247,0.369,0,1167,0,2012,schnebr01
FALSE,FALSE,Dave Foutz,1,13,4537,784,1253,186,91,31,750,280,0.276,0.378,0,1714,0,1896,foutzda01
FALSE,FALSE,Ira Hutchinson,0,8,171,12,24,1,0,0,7,0,0.140,0.146,0,25,0,1945,hutchir01
FALSE,FALSE,Norm McRae,0,2,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1970,mcraeno01
FALSE,FALSE,Phil Saylor,0,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1891,sayloph01
FALSE,FALSE,Ed Bouchee,1,7,2199,298,583,114,21,61,290,5,0.265,0.419,0,922,1,1962,bouched01
FALSE,FALSE,Dan Cronin,1,1,9,1,1,0,0,0,0,0,0.111,0.111,0,1,0,1884,cronida01
FALSE,FALSE,Hank Perry,1,1,36,3,6,1,0,0,0,0,0.167,0.194,0,7,0,1912,perryha01
FALSE,FALSE,Casey Sadler,0,6,6,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2021,sadleca02
FALSE,FALSE,Johnny Jeter,1,6,873,108,213,27,10,18,69,28,0.244,0.360,0,314,0,1974,jeterjo01
FALSE,FALSE,Phil Mankowski,1,6,739,72,195,23,4,8,64,3,0.264,0.338,0,250,0,1982,mankoph01
FALSE,FALSE,Jordan Weems,0,5,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,weemsjo01
FALSE,FALSE,Moe Franklin,1,2,164,25,43,8,0,2,16,0,0.262,0.348,0,57,0,1942,frankmo01
FALSE,FALSE,Les Fusselman,1,2,71,6,12,4,0,1,3,0,0.169,0.268,0,19,0,1953,fussele01
FALSE,FALSE,Tony Menendez,0,3,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1994,menento01
FALSE,FALSE,Rafael Ortega,1,8,1150,140,282,45,4,22,110,49,0.245,0.349,0,401,0,2024,ortegra01
FALSE,FALSE,Benny Ayala,1,10,865,114,217,42,1,38,145,2,0.251,0.434,0,375,0,1985,ayalabe01
FALSE,TRUE,Sad Sam Jones,0,22,1243,151,245,44,5,6,99,7,0.197,0.255,0,317,0,1935,jonessa01
FALSE,FALSE,Joe Miller,1,2,762,90,163,21,13,1,24,0,0.214,0.280,0,213,0,1885,millejo02
FALSE,FALSE,Jack Snyder,1,1,11,1,3,0,0,0,1,0,0.273,0.273,0,3,0,1917,snydeja01
FALSE,FALSE,William Starr,1,2,24,1,5,0,0,0,1,0,0.208,0.208,0,5,0,1936,starrbi01
FALSE,FALSE,Drew Sutton,1,4,281,38,72,24,2,4,37,0,0.256,0.399,0,112,0,2012,suttodr01
FALSE,FALSE,Frank Baldwin,1,1,20,0,2,0,0,0,0,0,0.100,0.100,0,2,0,1953,baldwfr01
FALSE,FALSE,Buddy Boshers,0,4,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2019,boshebu01
FALSE,FALSE,Mike Bynum,0,3,18,0,3,0,0,0,0,0,0.167,0.167,0,3,0,2004,bynummi01
FALSE,FALSE,Jack Corcoran,1,1,185,17,39,4,3,0,0,0,0.211,0.265,0,49,0,1884,corcoja01
FALSE,FALSE,Gus Niarhos,1,9,691,114,174,26,5,1,59,6,0.252,0.308,0,213,0,1955,niarhgu01
FALSE,FALSE,Billy Purtell,1,5,1124,82,255,26,11,2,104,24,0.227,0.275,0,309,0,1914,purtebi01
FALSE,FALSE,Paul Foytack,0,11,461,34,82,7,0,1,35,1,0.178,0.200,0,92,0,1964,foytapa01
FALSE,FALSE,Aaron Myette,0,6,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2004,myettaa01
FALSE,FALSE,Ernie Nevel,0,3,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1953,neveler01
FALSE,FALSE,Ken Penner,0,2,6,0,1,0,0,0,1,0,0.167,0.167,0,1,0,1929,penneke01
FALSE,FALSE,Eddie Robinson,1,13,4282,546,1146,172,24,172,723,10,0.268,0.440,4,1882,0,1957,robined01
FALSE,FALSE,Brian Sikorski,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2006,sikorbr01
FALSE,FALSE,Walt Bashore,1,1,10,1,2,0,0,0,0,0,0.200,0.200,0,2,0,1936,bashowa01
FALSE,FALSE,Dan Collins,1,2,40,4,5,2,0,0,9,1,0.125,0.175,0,7,0,1876,collida01
FALSE,FALSE,Rob Delaney,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2011,delanro01
FALSE,FALSE,Billy Gardner,1,10,3544,356,841,159,18,41,271,19,0.237,0.327,0,1159,0,1963,gardnbi02
FALSE,FALSE,Al Lawson,0,1,6,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1890,lawsoal01
FALSE,FALSE,Jim Mertz,0,1,38,3,7,0,1,0,3,0,0.184,0.237,0,9,0,1943,mertzji01
FALSE,FALSE,Dan Minnehan,1,1,34,6,13,0,0,0,6,0,0.382,0.382,0,13,0,1895,minneda01
FALSE,FALSE,Gerardo Parra,1,12,4858,633,1335,269,42,90,532,97,0.275,0.403,0,1958,3,2021,parrage01
FALSE,FALSE,John Sullivan,0,1,3,0,0,0,0,0,1,0,0.000,0.000,0,0,0,1919,sullijo03
FALSE,FALSE,Bill Barnes,1,1,30,2,6,1,0,0,0,0,0.200,0.233,0,7,0,1884,barnebi01
FALSE,FALSE,Greg Mahlberg,1,2,18,2,2,0,0,1,1,0,0.111,0.278,0,5,0,1979,mahlbgr01
FALSE,FALSE,Al Niemiec,1,2,235,24,47,3,2,1,23,2,0.200,0.243,0,57,0,1936,niemial01
FALSE,FALSE,Al Porto,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1948,portoal01
FALSE,FALSE,Jack Reis,0,1,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1911,reisja01
FALSE,FALSE,Ray Richmond,0,2,10,1,1,0,0,0,1,0,0.100,0.100,0,1,0,1921,richmra01
FALSE,FALSE,Paul Schramka,1,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1953,schrapa01
FALSE,FALSE,Jim Banning,1,2,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1889,banniji01
FALSE,FALSE,Bud Metheny,1,4,1390,187,344,52,5,31,156,12,0.247,0.359,0,499,0,1946,methebu01
FALSE,FALSE,Charles Moran,1,3,970,89,201,28,6,1,50,20,0.207,0.252,0,244,0,1905,moranch01
FALSE,FALSE,Cy Swaim,0,2,106,9,21,1,0,0,13,3,0.198,0.208,0,22,0,1898,swaimcy01
FALSE,FALSE,Jim Burton,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1977,burtoji01
FALSE,FALSE,Tod Dennehey,1,1,24,4,7,2,0,0,2,0,0.292,0.375,0,9,0,1923,denneto01
FALSE,FALSE,Len Koenecke,1,3,922,155,274,49,9,22,114,11,0.297,0.441,0,407,0,1935,koenele01
FALSE,FALSE,Frank Manush,1,1,77,6,12,2,1,0,0,2,0.156,0.208,0,16,0,1908,manusfr01
FALSE,FALSE,Brian Barden,1,4,175,21,37,4,0,4,14,0,0.211,0.303,0,53,1,2010,bardebr01
FALSE,FALSE,Rikkert Faneyte,1,4,132,10,23,7,1,0,9,1,0.174,0.242,0,32,0,1996,faneyri01
FALSE,FALSE,Jack Taschner,0,6,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2010,taschja01
FALSE,FALSE,Nate Teut,0,1,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2002,teutna01
FALSE,FALSE,Marty Clary,0,3,60,3,5,0,0,0,1,0,0.083,0.083,0,5,0,1990,claryma01
FALSE,FALSE,Harry Dean,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1941,deanha01
FALSE,FALSE,Chuck Essegian,1,6,1018,139,260,45,4,47,150,0,0.255,0.446,0,454,0,1963,essegch01
FALSE,FALSE,Jim Hicks,1,5,141,16,23,1,3,5,14,0,0.163,0.319,0,45,0,1970,hicksji01
FALSE,FALSE,Tom Silverio,1,3,30,2,3,0,0,0,0,0,0.100,0.100,0,3,0,1972,silveto01
FALSE,FALSE,Aleck Smith,1,9,955,107,252,30,11,1,130,37,0.264,0.321,0,307,0,1906,smithal01
FALSE,FALSE,Bobby Brown,1,7,1277,183,313,38,12,26,130,110,0.245,0.355,0,453,1,1985,brownbo04
FALSE,FALSE,Harry Fanok,0,2,6,0,2,1,0,0,2,0,0.333,0.500,0,3,0,1964,fanokha01
FALSE,FALSE,Jay Jackson,0,6,3,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,jacksja01
FALSE,FALSE,Bob Meacham,1,6,1371,202,324,58,8,8,114,58,0.236,0.308,0,422,0,1988,meachbo01
FALSE,FALSE,Tom Shopay,1,7,309,40,62,7,1,3,20,11,0.201,0.259,0,80,0,1977,shopato01
FALSE,FALSE,George Dickey,1,6,494,36,101,12,0,4,54,4,0.204,0.253,0,125,0,1947,dickege02
FALSE,FALSE,Larry Wolfe,1,4,361,43,83,16,1,7,50,0,0.230,0.338,0,122,0,1980,wolfela01
FALSE,TRUE,Ben Zobrist,1,14,5880,884,1566,349,44,167,768,116,0.266,0.426,3,2504,4,2019,zobribe01
FALSE,FALSE,Sam Nahem,0,4,61,3,10,0,0,0,3,0,0.164,0.164,0,10,0,1948,nahemsa01
FALSE,FALSE,Emmanuel Rivera,1,4,942,115,230,42,5,22,103,6,0.244,0.369,0,348,0,2024,riverem01
FALSE,TRUE,Rip Sewell,0,13,750,81,152,22,3,6,59,12,0.203,0.264,4,198,3,1949,sewelri01
FALSE,FALSE,Tim Beckham,1,7,1639,202,404,75,15,63,199,13,0.246,0.426,0,698,3,2022,beckhti01
FALSE,FALSE,Sherten Apostel,1,1,20,1,2,1,0,0,0,0,0.100,0.150,0,3,0,2020,apostsh01
FALSE,FALSE,Johnny Barrett,1,5,1811,303,454,82,32,23,220,69,0.251,0.369,0,669,0,1946,barrejo01
FALSE,FALSE,Orestes Destrade,1,4,765,80,184,25,3,26,106,1,0.241,0.383,0,293,0,1994,destror01
FALSE,FALSE,Jack Hayden,1,3,578,60,145,14,8,1,33,11,0.251,0.308,0,178,0,1908,haydeja01
FALSE,FALSE,Swede Larsen,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1936,larsesw01
FALSE,FALSE,Jerry McQuaig,1,1,16,2,1,0,0,0,1,0,0.063,0.063,0,1,0,1934,mcquaje01
FALSE,FALSE,Yermin Mercedes,1,3,314,35,82,14,1,8,45,0,0.261,0.389,0,122,2,2022,merceye01
FALSE,FALSE,Jimmy O'Rourke,1,1,108,5,25,1,0,0,3,4,0.231,0.241,0,26,0,1908,orourqu01
FALSE,FALSE,Jimmy Barrett,1,10,3306,580,962,83,47,16,255,143,0.291,0.359,0,1187,0,1908,barreji01
FALSE,FALSE,Les Barnhart,0,2,5,0,1,0,0,0,0,0,0.200,0.200,0,1,0,1930,barnhle01
FALSE,FALSE,Ted Cather,1,4,548,60,138,30,8,2,72,21,0.252,0.347,0,190,0,1915,cathete01
FALSE,FALSE,Garth Mann,1,1,0,1,0,0,0,0,0,0,0.000,0.000,0,0,0,1944,mannga01
FALSE,FALSE,Jack Rothfuss,1,1,115,20,36,3,1,2,18,3,0.313,0.409,0,47,0,1897,rothfja01
FALSE,FALSE,Robinson Cancel,1,4,100,10,20,4,0,1,10,1,0.200,0.270,0,27,0,2011,cancero01
FALSE,FALSE,George Davis,1,20,9045,1545,2665,453,163,73,1440,619,0.295,0.405,0,3663,0,1909,davisge01
FALSE,FALSE,Hugh Willingham,1,4,42,7,10,2,1,1,3,0,0.238,0.405,0,17,0,1933,willihu01
FALSE,FALSE,Bill McGee,0,8,271,13,46,6,0,0,20,0,0.170,0.192,0,52,0,1942,mcgeebi01
FALSE,FALSE,Webbo Clarke,0,1,6,0,1,0,0,0,3,0,0.167,0.167,0,1,0,1955,clarkwe01
FALSE,FALSE,Tim Layana,0,3,6,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1993,layanti01
FALSE,FALSE,Kevin Mahar,1,1,18,2,3,1,0,0,1,0,0.167,0.222,0,4,0,2007,maharke01
FALSE,TRUE,Amos Otis,1,17,7299,1092,2020,374,66,193,1007,341,0.277,0.425,5,3105,6,1984,otisam01
FALSE,FALSE,Jose Paniagua,0,8,18,1,0,0,0,0,0,0,0.000,0.000,0,0,0,2003,paniajo01
FALSE,FALSE,Ron Robinson,0,9,144,9,22,2,0,0,6,0,0.153,0.167,0,24,0,1992,robinro01
FALSE,FALSE,Carey Selph,1,2,447,58,124,20,9,0,58,8,0.277,0.362,0,162,0,1932,selphca01
FALSE,FALSE,Kyle Bradish,0,3,0,0,0,0,0,0,0,0,0.000,0.000,0,0,2,2024,bradiky01
FALSE,FALSE,Bud Connolly,1,1,107,12,28,7,1,0,21,0,0.262,0.346,0,37,0,1925,connobu01
FALSE,FALSE,Frank Funk,0,4,45,3,3,0,0,0,2,0,0.067,0.067,0,3,0,1963,funkfr01
FALSE,FALSE,Jim Gaudet,1,2,14,0,1,0,0,0,0,0,0.071,0.071,0,1,0,1979,gaudeji01
FALSE,FALSE,Andres Torres,1,9,1910,277,462,113,29,32,174,77,0.242,0.382,0,729,0,2013,torrean02
FALSE,FALSE,Howard McGraner,0,1,8,0,2,0,1,0,0,0,0.250,0.500,0,4,0,1912,mcgraho01
FALSE,FALSE,Jeff Cox,1,2,169,20,36,3,0,0,9,8,0.213,0.231,0,39,0,1981,coxje01
FALSE,FALSE,Jim Gardner,0,5,224,29,40,5,1,1,16,5,0.179,0.223,0,50,0,1902,gardnji01
FALSE,FALSE,Alex Hernandez,1,2,71,4,13,3,0,1,5,1,0.183,0.268,0,19,0,2001,hernaal01
FALSE,FALSE,Polly McLarry,1,2,129,16,25,3,0,1,12,2,0.194,0.240,0,31,0,1915,mclarpo01
FALSE,FALSE,Bill Clarkson,0,3,25,1,2,0,0,0,0,0,0.080,0.080,0,2,0,1929,clarkbi01
FALSE,FALSE,Anthony Lerew,0,5,4,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2010,lerewan01
FALSE,FALSE,Hector Ortiz,1,4,260,29,75,13,1,1,18,1,0.288,0.358,0,93,0,2002,ortizhe01
FALSE,FALSE,Cy Rheam,1,2,283,25,57,5,3,1,25,10,0.201,0.251,0,71,0,1915,rheamcy01
FALSE,FALSE,Pug Cavet,0,3,72,6,11,4,0,0,3,1,0.153,0.208,0,15,0,1915,cavetpu01
FALSE,FALSE,Ray Cosey,1,1,9,0,1,0,0,0,0,0,0.111,0.111,0,1,0,1980,coseyra01
FALSE,FALSE,Bob Kahle,1,1,3,2,1,0,0,0,0,0,0.333,0.333,0,1,0,1938,kahlebo01
FALSE,FALSE,Mutt Williams,0,2,2,1,1,0,0,0,1,1,0.500,0.500,0,1,0,1914,willimu01
FALSE,FALSE,Hank Simon,1,2,539,100,144,22,14,2,61,35,0.267,0.371,0,200,0,1890,simonha01
FALSE,FALSE,Harry Berte,1,1,15,1,5,0,0,0,1,0,0.333,0.333,0,5,0,1903,berteha01
FALSE,FALSE,Doc Farrell,1,9,1799,181,467,63,8,10,213,14,0.260,0.320,0,576,0,1935,farredo01
FALSE,FALSE,Danny Godby,1,1,13,2,2,0,0,0,1,0,0.154,0.154,0,2,0,1974,godbyda01
FALSE,FALSE,Adrian Houser,0,8,64,2,4,1,0,2,2,0,0.063,0.172,0,11,0,2024,housead01
FALSE,FALSE,Abraham Toro,1,6,1179,145,259,47,4,34,134,14,0.220,0.353,0,416,0,2024,toroab01
FALSE,FALSE,Cole Tucker,1,6,494,56,105,22,7,5,40,7,0.213,0.316,0,156,0,2024,tuckeco01
FALSE,FALSE,Dad Clarke,0,7,360,41,78,5,4,1,28,1,0.217,0.261,0,94,0,1898,clarkda01
FALSE,FALSE,Charlie Fox,1,1,7,1,3,0,0,0,1,0,0.429,0.429,0,3,0,1942,foxch01
FALSE,FALSE,Gabe Gonzalez,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1998,gonzaga01
FALSE,FALSE,Aaron Laffey,0,8,9,0,2,0,0,0,0,0,0.222,0.222,0,2,1,2015,laffeaa01
FALSE,TRUE,Bill Nicholson,1,16,5546,837,1484,272,60,235,948,27,0.268,0.465,5,2581,7,1953,nichobi01
FALSE,FALSE,Rick Renick,1,5,553,71,122,20,2,20,71,0,0.221,0.373,0,206,0,1972,renicri01
FALSE,FALSE,Hank Small,1,1,4,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1978,smallha01
FALSE,FALSE,Leo Garcia,1,2,58,10,10,1,0,1,2,3,0.172,0.241,0,14,0,1988,garcile01
FALSE,FALSE,Larry Murray,1,6,412,49,73,16,4,3,30,20,0.177,0.257,0,106,0,1979,murrala01
FALSE,FALSE,Kirk Saarloos,0,7,41,1,3,2,0,0,5,0,0.073,0.122,0,5,1,2008,saarlki01
FALSE,FALSE,Chris Barnwell,1,1,30,2,2,0,0,0,1,1,0.067,0.067,0,2,0,2006,barnwch01
FALSE,FALSE,Chris Beck,0,4,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2018,beckch02
FALSE,FALSE,Jonah Goldman,1,3,389,33,87,20,0,1,49,4,0.224,0.283,0,110,0,1931,goldmjo01
FALSE,FALSE,Lonnie Maclin,1,1,13,2,1,0,0,0,1,1,0.077,0.077,0,1,0,1993,maclilo01
FALSE,FALSE,John Mercer,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1912,mercejo01
FALSE,FALSE,John Montefusco,0,13,455,23,44,7,2,4,18,1,0.097,0.147,1,67,3,1986,montejo01
FALSE,FALSE,Ed Nunez,0,13,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1994,nunezed01
FALSE,FALSE,Stephen Piscotty,1,8,2517,322,643,142,9,93,354,23,0.255,0.430,0,1082,2,2022,piscost01
FALSE,FALSE,Bryan Sammons,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,sammobr01
FALSE,FALSE,Tyler Stephenson,1,5,1455,212,389,76,3,50,208,2,0.267,0.427,0,621,0,2024,stephty01
FALSE,FALSE,Johnny Broaca,0,5,254,10,23,0,0,0,9,0,0.091,0.091,0,23,0,1939,broacjo01
FALSE,TRUE,Jose Cruz,1,19,7917,1036,2251,391,94,165,1077,317,0.284,0.420,2,3325,7,1988,cruzjo01
FALSE,FALSE,Tommy Edman,1,6,2366,363,623,126,20,59,242,112,0.263,0.408,0,966,3,2024,edmanto01
FALSE,FALSE,Enzo Hernandez,1,8,2327,241,522,66,13,2,113,129,0.224,0.266,0,620,1,1978,hernaen01
FALSE,FALSE,Terry Humphrey,1,9,1055,69,223,39,1,6,85,5,0.211,0.267,0,282,0,1979,humphte01
FALSE,FALSE,Doyle Lade,0,5,164,15,36,4,0,0,11,2,0.220,0.244,0,40,0,1950,ladedo01
FALSE,FALSE,Cesar Vargas,0,1,8,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2016,vargace01
TRUE,TRUE,Billy Wagner,0,16,20,1,2,0,0,0,1,0,0.100,0.100,6,2,2,2010,wagnebi02
FALSE,FALSE,Aaron Altherr,1,6,1016,142,222,54,10,37,150,21,0.219,0.401,0,407,0,2019,altheaa01
FALSE,FALSE,Stoney McGlynn,0,3,168,8,28,5,0,0,10,0,0.167,0.196,0,33,0,1908,mcglyst01
FALSE,FALSE,Evan Meek,0,6,1,0,1,0,0,0,0,0,1.000,1.000,1,1,0,2014,meekev01
FALSE,FALSE,Steve Clevenger,1,6,484,45,110,29,3,4,48,0,0.227,0.324,0,157,0,2016,clevest01
FALSE,FALSE,Don DeMola,0,2,12,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1975,demoldo01
FALSE,FALSE,Charlie Ferguson,0,4,963,191,277,37,13,6,157,22,0.288,0.372,0,358,0,1887,ferguch01
FALSE,FALSE,Jack Ness,1,2,297,38,75,7,5,1,36,4,0.253,0.320,0,95,0,1916,nessja01
FALSE,FALSE,Bryan Petersen,1,3,469,48,103,22,6,2,29,15,0.220,0.305,0,143,0,2012,peterbr01
FALSE,FALSE,Enmanuel Valdez,1,2,340,40,80,20,0,12,47,6,0.235,0.400,0,136,0,2024,valdeen01
FALSE,FALSE,Jonatan Clase,1,1,61,7,15,2,0,1,5,3,0.246,0.328,0,20,0,2024,clasejo01
FALSE,FALSE,Mike Modak,0,1,10,1,1,0,0,0,0,0,0.100,0.100,0,1,0,1945,modakmi01
FALSE,FALSE,Emmett Nelson,0,2,21,1,3,0,0,0,0,0,0.143,0.143,0,3,0,1936,nelsoem01
FALSE,FALSE,Phil Reccius,1,8,975,117,225,28,16,4,99,12,0.231,0.305,0,297,0,1890,recciph01
FALSE,FALSE,Joe Sargent,1,1,178,21,45,8,5,2,22,2,0.253,0.388,0,69,0,1921,sargejo01
FALSE,FALSE,Fernando Cruz,0,3,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,cruzfe01
FALSE,FALSE,Homer Davidson,1,1,4,2,0,0,0,0,0,1,0.000,0.000,0,0,0,1908,davidho01
FALSE,FALSE,Tyler Walker,0,8,12,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2010,walkety01
FALSE,FALSE,Bill Meehan,0,1,1,0,1,0,0,0,0,0,1.000,1.000,0,1,0,1915,meehabi01
FALSE,TRUE,Hal Morris,1,13,3998,535,1216,246,21,76,513,45,0.304,0.433,0,1732,4,2000,morriha02
FALSE,FALSE,Heinie Odom,1,1,1,0,1,0,0,0,0,0,1.000,1.000,0,1,0,1925,odomhe01
FALSE,FALSE,Wilkin Ruan,1,2,52,4,12,3,1,0,5,1,0.231,0.327,0,17,0,2003,ruanwi01
FALSE,FALSE,Gail Hopkins,1,7,1219,142,324,47,6,25,145,6,0.266,0.376,0,458,0,1974,hopkiga01
FALSE,FALSE,Forrest Wall,1,2,45,10,14,2,0,1,3,9,0.311,0.422,0,19,0,2024,wallfo01
FALSE,FALSE,Babe Pinelli,1,8,2617,327,723,101,33,5,298,71,0.276,0.346,0,905,0,1927,pinelba01
FALSE,FALSE,Sam Bowens,1,7,1287,141,287,48,6,45,143,25,0.223,0.375,0,482,0,1969,bowensa01
FALSE,FALSE,Reed Johnson,1,13,3630,518,1014,215,23,65,408,41,0.279,0.405,0,1470,1,2015,johnsre02
FALSE,FALSE,Hunter Lane,1,1,15,0,1,0,0,0,0,0,0.067,0.067,0,1,0,1924,lanehu01
FALSE,FALSE,Drew Waters,1,3,414,56,95,18,6,13,51,16,0.229,0.396,0,164,0,2024,waterdr01
FALSE,FALSE,Hunter Owen,1,1,4,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2021,owenhu01
FALSE,FALSE,Carlos Sanabria,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2020,sanabca01
FALSE,FALSE,Red Barron,1,1,21,3,4,1,0,0,1,2,0.190,0.238,0,5,0,1929,barrore01
FALSE,FALSE,Chris Gardner,0,1,5,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1991,gardnch01
FALSE,FALSE,Greg Harris,0,15,68,7,15,3,2,0,4,0,0.221,0.324,0,22,0,1995,harrigr01
FALSE,FALSE,Tony Kemp,1,9,1945,262,460,87,15,35,184,53,0.237,0.351,0,682,0,2024,kempto01
FALSE,FALSE,Bill Pertica,0,4,105,8,16,3,1,0,2,0,0.152,0.200,0,21,0,1923,pertibi01
FALSE,FALSE,Mike Lehane,1,2,1023,113,218,31,12,1,108,29,0.213,0.270,0,276,0,1891,lehanmi01
FALSE,FALSE,Mike Willis,0,5,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1981,willimi01
FALSE,FALSE,Mike Loynd,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1987,loyndmi01
FALSE,FALSE,Buzz Murphy,1,2,284,25,78,9,7,1,37,5,0.275,0.366,0,104,0,1919,murphbu01
FALSE,TRUE,Lonnie Smith,1,17,5170,909,1488,273,58,98,533,370,0.288,0.420,1,2171,4,1994,smithlo01
FALSE,FALSE,Fred Van Dusen,1,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1955,vandufr01
FALSE,FALSE,Oscar Zamora,0,4,28,0,3,0,0,0,1,0,0.107,0.107,0,3,1,1978,zamoros01
